Lead ID,Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes,Email 1 Valid,Email 2 Valid,Email,Email Domain,Phone 1 Valid,Phone 2 Valid,Phone,Website Domain,Company Lead Count,Data Completeness Score,Lead Quality,AI Industry,AI Company Type,AI Summary
63,63,fD3Ed2683A33Ec1,Derek Sharp,Karina,Hubbard,Rodgers-Nolan,8927081412,0016197397786 ext 3070,stanleyanna@ho.com,asingh@acevedo.com,brandt.biz,Facebook Ads,New Lead,High moment mind ten political head explain chair.,True,True,stanleyanna@ho.com,ho.com,True,False,8927081412,brandt.biz,1,100.0,High,Unknown,Unknown,The company Rodgers-Nolan was identified as a new lead via Facebook Ads with no further information available regarding its business operations.
64,64,4DFCdb190D6F5e2,Ruben House,Fernando,Nixon,"Woodward, Oneal and Sanders",8484371167,8093407163,marie26@livingston-buckley.com,cole90@gibbs.info,allison.net,Website Form,Closed Won,Off boy rise.,True,True,marie26@livingston-buckley.com,livingston-buckley.com,True,True,8484371167,allison.net,1,100.0,High,Unknown,Unknown,"The company Woodward, Oneal and Sanders is a closed-won lead with no provided information regarding its industry, services, or operations."
65,65,Db033e1eb4eb65c,Joann May,Bob,Carson,Patrick PLC,7657091465 ext 6302,5039685679 ext 3983,isabella95@myers.com,lawsonevan@donaldson.com,robinson.net,Networking Event,Closed Lost,Debate large million ball natural owner.,True,True,isabella95@myers.com,myers.com,True,True,7657091465 ext 6302,robinson.net,1,100.0,High,Unknown,Unknown,"The company Patrick PLC is a business lead identified at a networking event, currently marked as a closed lost deal with no specific industry or operational details available."
66,66,Accd0949D6aa9A9,Carmen Monroe,Samantha,Schneider,Camacho-Bell,15572409942 ext 43570,4784328677,hensonconnie@mueller.info,glenkirk@wu-burns.net,moss.info,Cold Call,Closed Won,Well real dog campaign ask.,True,True,hensonconnie@mueller.info,mueller.info,False,True,15572409942 ext 43570,moss.info,1,100.0,Medium,Unknown,Unknown,The available information provides no clear details regarding the company's industry or business activities.
67,67,Efc9cFFb2cceB58,Jerome Roy,Tammie,Castillo,"Haynes, Ibarra and Meza",7992839649 ext 306,15222264623 ext 0573,fitzgeraldmarcus@garza.com,dtanner@atkinson.info,patel.info,Organic Search (Seo),Closed Won,Itself against paper much much.,True,True,fitzgeraldmarcus@garza.com,garza.com,True,True,7992839649 ext 306,patel.info,1,100.0,High,Unknown,Unknown,"The provided information is insufficient to determine the industry or company type of Haynes, Ibarra and Meza."
68,68,D2FCE39fC51EabD,Edgar Vaughan,Dale,Warren,"Christensen, Skinner and Marquez",0016824061154,5825397977 ext 571,jonathonadkins@conner.com,harry44@oneill.com,dickerson.org,Linkedin Outreach,Re-Engagement,Court just black technology name run TV.,True,True,jonathonadkins@conner.com,conner.com,True,True,0016824061154,dickerson.org,1,100.0,High,Unknown,Unknown,There is insufficient evidence provided to determine the company's industry or business model.
69,69,ade26a40C896249,Stacey Schmitt,Omar,Lara,Mcmahon-Boyer,3366066401 ext 896,0016038058990,conwaybobby@abbott.org,mikewilliams@wong.info,singh.org,Purchased List,Contacted,Service though law major yes.,True,True,conwaybobby@abbott.org,abbott.org,True,True,3366066401 ext 896,singh.org,1,100.0,High,Legal,Unknown,The company is associated with legal services.
70,70,A2CF23A886222Ee,Wanda Harrell,Leslie,Melendez,Bell LLC,0018985558732,16665823598 ext 1516,crose@rowe.com,huertagavin@pierce-whitaker.org,ellison-horton.com,Google Ads,Re-Engagement,Job special ten green seek police.,True,True,crose@rowe.com,rowe.com,True,True,0018985558732,ellison-horton.com,1,100.0,High,Unknown,Unknown,The available information regarding Bell LLC is insufficient to determine its industry or company type.
71,71,Dfd0b4EFef38A6C,Dominique Coleman,Troy,Lang,Villegas-Case,0015063317508 ext 7172,9569481124,suttonevan@bush.org,stevensongene@carpenter-patrick.com,blevins.info,Direct Traffic,Negotiation,Adult news face few hear today property painting.,True,True,suttonevan@bush.org,bush.org,False,True,0015063317508 ext 7172,blevins.info,1,100.0,Medium,Unknown,Unknown,There is insufficient information provided to determine the industry or company type of Villegas-Case.
72,72,de44F9E89C79f43,Natalie Hunter,Evan,Larsen,"Hubbard, Tucker and Fields",8312687666,6153530116 ext 3092,ochoalevi@osborn.info,qbowman@page.com,miller-nichols.com,Retargeting Ads,Disqualified,Life instead condition within figure these like.,True,True,ochoalevi@osborn.info,osborn.info,True,True,8312687666,miller-nichols.com,1,100.0,High,Unknown,Unknown,"The provided information contains insufficient data to determine the industry or company type for Hubbard, Tucker and Fields."
73,73,e4e93CA2a98ace6,Kirk Salinas,Clifford,Good,Vincent Inc,13956867745 ext 320,3144664967,nancy89@robbins.com,vickie14@woodard.com,david.info,Cold Call,Proposal Sent,Light win opportunity begin bill past.,True,True,nancy89@robbins.com,robbins.com,True,True,13956867745 ext 320,david.info,1,100.0,High,Unknown,Unknown,Vincent Inc is a prospect currently at the proposal stage of a sales process.
74,74,086044aEbfEF86F,Hector Fitzgerald,Nicole,Giles,"Bonilla, Myers and Perez",5735604098,5278152921 ext 233,gordon08@barron.info,judithharding@church.com,castro-dougherty.com,Networking Event,Proposal Sent,Professor sound relationship evening realize.,True,True,gordon08@barron.info,barron.info,True,True,5735604098,castro-dougherty.com,1,100.0,High,Unknown,Unknown,"There is insufficient evidence provided to determine the industry or company type for Bonilla, Myers and Perez."
75,75,3DAFAcE7ffCCfbf,Gwendolyn Stout,Nichole,Skinner,Pitts-Nielsen,13527760179 ext 43707,2258650336,rcruz@hess.com,george92@thornton-rush.com,sampson-dalton.info,Website Form,Closed Lost,Wait half ready every.,True,True,rcruz@hess.com,hess.com,False,True,13527760179 ext 43707,sampson-dalton.info,1,100.0,Medium,Unknown,Unknown,The company Pitts-Nielsen has no descriptive information provided to determine its industry or business type.
76,76,768f6119D75FCcc,Collin Hatfield,Christopher,Munoz,Santos-Melton,9155985095 ext 682,3547622176 ext 65569,zhangandre@benjamin-cordova.net,reynoldsnathaniel@reese.com,brandt.com,Facebook Ads,On Hold,About woman size really.,True,True,zhangandre@benjamin-cordova.net,benjamin-cordova.net,True,True,9155985095 ext 682,brandt.com,1,100.0,High,Unknown,Unknown,The provided information does not offer sufficient context to determine the company's industry or business type.
77,77,AECAfAf5c5bA3ef,Claire Beasley,Wyatt,Burch,Oneill Ltd,5143211897,8976790760 ext 2989,phelpsclinton@cantrell.org,marcusandersen@giles.com,harmon.com,Referral,Re-Engagement,Hundred agent full cup fish catch.,True,True,phelpsclinton@cantrell.org,cantrell.org,True,True,5143211897,harmon.com,1,100.0,High,Unknown,Unknown,Insufficient information is available to determine the industry or company type for Oneill Ltd based on the provided notes and domains.
78,78,5d6cDD243B00cd1,Philip Hudson,Ross,Morrison,Harrell LLC,7235285470 ext 9123,14032488012 ext 675,devoncarr@cowan.org,mullenallen@avila.com,mata-nichols.com,Google Ads,Disqualified,Age sit argue provide party western feel.,True,True,devoncarr@cowan.org,cowan.org,True,True,7235285470 ext 9123,mata-nichols.com,2,100.0,High,Unknown,Unknown,Harrell LLC is an entity associated with the domain mata-nichols.com that was disqualified as a business lead.
79,79,bb3A0Dd8cdd2B15,Neil Patton,Jerry,Baldwin,Good Inc,15176156074 ext 710,6795258023,francesrubio@abbott.com,miranda53@nichols.org,holland.net,Chatbot,New Lead,Institution quickly a late report.,True,True,francesrubio@abbott.com,abbott.com,True,True,15176156074 ext 710,holland.net,1,100.0,High,Unknown,Unknown,Good Inc is a new lead that submitted a late report via a chatbot.
80,80,3F3EC2aCA2cdfDA,Keith Vega,Shawn,Jennings,Dunlap LLC,6527391701,16805327644,duanecisneros@hobbs-carr.com,jeandickerson@lane-houston.com,dickson-mcmillan.info,Other,Proposal Sent,Card away whether center film.,True,True,duanecisneros@hobbs-carr.com,hobbs-carr.com,True,True,6527391701,dickson-mcmillan.info,2,100.0,High,Unknown,Unknown,"The provided information for Dunlap LLC is insufficient to determine the company's industry, type, or specific business activities."
81,81,Cbb2C8D2FfA7aEe,Renee Shepard,Brittany,White,"Trevino, Moody and Gomez",8144699660 ext 21891,2546268091 ext 639,bradfordcharlotte@shields.info,dillonvillanueva@bell-hunt.com,mccoy.com,Webinars,Closed Won,Often learn discover news.,True,True,bradfordcharlotte@shields.info,shields.info,True,True,8144699660 ext 21891,mccoy.com,1,100.0,High,Unknown,Unknown,"Trevino, Moody and Gomez is a company that engages with webinars to stay informed on current news."
82,82,daBdd6F61D55da4,Rita Howard,Shannon,Yang,"Werner, Frazier and Ali",14847105860 ext 10488,3465920155,potterseth@gillespie.org,dcollier@schmidt-mullins.com,mueller-porter.com,Other,Proposal Sent,Cultural wide generation majority will population.,True,True,potterseth@gillespie.org,gillespie.org,False,True,14847105860 ext 10488,mueller-porter.com,1,100.0,Medium,Unknown,Unknown,The available information does not provide sufficient evidence to determine the company's industry or specific business activities.
83,83,62cC1E5Ac2Eb532,Cesar Warren,Ryan,Estrada,"Hanson, Hebert and Garcia",4839685105,5437217852 ext 2229,lwagner@zamora.net,qmorrison@gibson.biz,cunningham.com,Direct Traffic,Disqualified,By space military much suffer successful window into.,True,True,lwagner@zamora.net,zamora.net,True,True,4839685105,cunningham.com,1,100.0,High,Unknown,Unknown,"There is insufficient information provided to determine the industry or company type of Hanson, Hebert and Garcia."
84,84,A727DccF6AEabf4,Kara Hull,Meghan,Beasley,Moss-Reyes,3956271922,16898856442 ext 740,phamdeborah@dougherty.com,hayden45@boone-choi.com,keller.com,Podcast,Re-Engagement,Often pick born ever attack office.,True,True,phamdeborah@dougherty.com,dougherty.com,True,True,3956271922,keller.com,1,100.0,High,Unknown,Unknown,There is insufficient information provided to determine the industry or company type for Moss-Reyes.
85,85,aAa7Ce72A9A37b2,Kristin Dunn,Brendan,Madden,"Casey, Garner and Hatfield",7266493690,3672967650,terrellkiara@guerra.net,harrellkaren@contreras.com,mcmillan.com,Retargeting Ads,Proposal Sent,Arm north health.,True,True,terrellkiara@guerra.net,guerra.net,True,True,7266493690,mcmillan.com,1,100.0,High,Healthcare,Unknown,The company is involved in the health sector with a focus on northern regions.
86,86,Cb9fFdAb91f12D9,Nicole Allen,Mallory,Orr,"Paul, Ali and Rasmussen",9326573179,8169307673,landrade@zamora.net,collin06@shaffer.biz,harrington-aguirre.com,Podcast,Closed Lost,Something participant policy cultural leave dark almost.,True,True,landrade@zamora.net,zamora.net,True,True,9326573179,harrington-aguirre.com,1,100.0,High,Unknown,Unknown,"There is insufficient information available to determine the industry or company type for Paul, Ali and Rasmussen."
87,87,29Cf1eb7dbbb9a5,Collin Lozano,Arthur,Odom,Hebert LLC,8437604717 ext 66189,4709842376,terrellkelli@dillon-pierce.net,jeremyhunt@rojas.com,kelley.com,Linkedin Outreach,New Lead,Analysis again others support.,True,True,terrellkelli@dillon-pierce.net,dillon-pierce.net,True,True,8437604717 ext 66189,kelley.com,1,100.0,High,Unknown,Unknown,Hebert LLC is a business lead identified via LinkedIn outreach with no specific industry or operational details provided.
88,88,D0A1fE736AB17D8,April Cantu,Gloria,Hess,Strickland-Colon,0014959291716 ext 6067,8214193023 ext 9172,jimmynichols@mcbride.net,cowen@hensley.com,duran-harvey.org,Other,Contacted,Figure effect board.,True,True,jimmynichols@mcbride.net,mcbride.net,False,True,0014959291716 ext 6067,duran-harvey.org,1,100.0,Medium,Unknown,Unknown,There is insufficient information available to determine the industry or company type of Strickland-Colon.
89,89,98DcC1B7c36e4b6,Steven Barrett,Kristy,Estrada,Oneal Ltd,4973245305 ext 6694,9246664580,alex63@king.com,aewing@holloway.info,contreras.com,Podcast,New Lead,Brother at size say teach where.,True,True,alex63@king.com,king.com,True,True,4973245305 ext 6694,contreras.com,1,100.0,High,Unknown,Unknown,Oneal Ltd is a new lead sourced from a podcast with insufficient information provided to determine its industry or company type.
90,90,F8Df3c21E3e89b4,Sydney Dominguez,Fernando,Franklin,Blackwell Group,8973064055 ext 57325,0015122235929 ext 35625,bwalter@deleon-leach.biz,gail24@fields.org,roth-cross.com,Content Marketing,Closed Lost,Home bed production between TV reduce similar.,True,True,bwalter@deleon-leach.biz,deleon-leach.biz,True,False,8973064055 ext 57325,roth-cross.com,1,100.0,High,Manufacturing,Manufacturing,Blackwell Group is a manufacturing company involved in the production of home beds.
91,91,00becCCeaBF92F0,Connie Watkins,Don,Leon,"Patton, Arias and Mullins",12947394807,0016483110953 ext 9891,earlosborn@wilkerson-grant.com,gutierrezkristina@leon-ashley.com,lynn.biz,Linkedin Outreach,New Lead,Stage far evening tree marriage out.,True,True,earlosborn@wilkerson-grant.com,wilkerson-grant.com,True,False,12947394807,lynn.biz,1,100.0,High,Unknown,Unknown,"There is insufficient information provided to determine the industry or company type of Patton, Arias and Mullins."
92,92,e2d5FAd408f4ea4,Eileen Dyer,Evan,Parks,"Bolton, Carr and Hart",8088363447 ext 114,9937811142 ext 1578,lyonsluis@le-bailey.com,evanstevens@avery.info,chapman.com,Chatbot,Negotiation,Response book edge window.,True,True,lyonsluis@le-bailey.com,le-bailey.com,True,True,8088363447 ext 114,chapman.com,1,100.0,High,Unknown,Unknown,"The available information is insufficient to determine the industry or company type of Bolton, Carr and Hart."
93,93,8FcF40F52bE31bA,Wayne Aguirre,Jake,Fitzpatrick,Flowers-Oneal,6066650901 ext 4135,6564743975 ext 8332,anna12@butler.com,maurice95@steele.com,lyons-york.com,Partner Program,Closed Won,Level serious network at early.,True,True,anna12@butler.com,butler.com,True,True,6066650901 ext 4135,lyons-york.com,1,100.0,High,Unknown,Unknown,Flowers-Oneal is a closed-won business lead from a partner program with limited information regarding its industry or company operations.
94,94,610824C8dD7dCcC,Lorraine Blankenship,Sara,Davenport,Dorsey-Benitez,5674489439 ext 88694,2503762854 ext 94663,brendandalton@leonard-gamble.org,christinapark@rangel-moody.biz,beck.com,Networking Event,Closed Won,Option imagine both civil vote.,True,True,brendandalton@leonard-gamble.org,leonard-gamble.org,True,True,5674489439 ext 88694,beck.com,1,100.0,High,Unknown,Unknown,Dorsey-Benitez is a business lead acquired through a networking event with a closed won deal stage.
95,95,1cf9289cE937dA0,Jackson Short,Clifford,Herring,"Bond, Archer and Stephens",5296238110 ext 8765,0019432215755,rmartinez@mcneil-bowman.com,qpace@lamb.net,cohen-hebert.com,Networking Event,Contacted,Space live debate beautiful treatment significant benefit.,True,True,rmartinez@mcneil-bowman.com,mcneil-bowman.com,True,True,5296238110 ext 8765,cohen-hebert.com,1,100.0,High,Unknown,Unknown,"There is insufficient information provided to determine the industry or company type of Bond, Archer and Stephens."
96,96,09a32fB43F8B4Ae,Dan Griffith,Pam,Turner,"Huang, Hoffman and Juarez",7123987502,18992665862,carterdevon@ponce-burgess.biz,vernon72@howard.biz,gray.com,Content Marketing,New Lead,Letter history degree sign.,True,True,carterdevon@ponce-burgess.biz,ponce-burgess.biz,True,True,7123987502,gray.com,1,100.0,High,Unknown,Unknown,"There is insufficient information available to determine the industry or company type for Huang, Hoffman and Juarez."
97,97,5B6A71De6fA42eC,Carolyn Farrell,Clayton,Blackburn,Berry-Rush,13948358635,0012652074751 ext 522,oandrews@estes.info,barnesderrick@haas-mcneil.com,schaefer.com,Chatbot,Closed Lost,Plant area more own two her impact.,True,True,oandrews@estes.info,estes.info,True,False,13948358635,schaefer.com,1,100.0,High,Unknown,Unknown,There is insufficient information available to determine the industry or company type of Berry-Rush based on the provided notes.
